ap_timeo;ap_datemaj;Commune (nom);Coordonnées;Commune (code INSEE);id;ap_datedeb;ap_datefin;ap_adresse;desserte;desserte_scolaire;desserte_soirs_we;desserte_dimanche;desserte_2145;acces_pmr;banc;eclairage;poubelle;quartier_offre;ap_modif;Date de début de version;Date de fin de version;Est la version active;Visibilité
3602;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.192003, -1.831209;35216;3602;2019-09-02T02:00:00+02:00;;1 rue Principale, Parthenay-de-Bretagne;65 165;236;;65;;Oui;Oui;Oui;Oui;Parthenay - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3612;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.189949, -1.820176;35216;3612;2019-09-02T02:00:00+02:00;;5 le Grand Reuvre, Parthenay-de-Bretagne;65 165;236;77;65;;Non;Non;Non;Non;Parthenay - Campagne;Changement de desserte;2019-09-02;;Oui;Grand public
1329;2018-02-07T01:00:00+01:00;Rennes;48.12158, -1.683279;35238;1329;2015-08-31T02:00:00+02:00;;147 rue de Saint-Malo, Rennes;12;;;;;Oui;Oui;Oui;Non;Saint-Martin;;2015-08-31;;Oui;Grand public
3301;2022-06-27T02:00:00+02:00;Thorigné-Fouillard;48.155188, -1.573107;35334;3301;2022-10-24T02:00:00+02:00;;6 allée des Bruyères, Thorigné-Fouillard;50;201 221;50;50;50;Oui;Oui;Non;Oui;Thorigné Landelles;Changement de desserte;2022-10-24;;Oui;Grand public
1004;2022-06-27T02:00:00+02:00;Rennes;48.125244, -1.642676;35238;1004;2022-10-24T02:00:00+02:00;;51 rue Mirabeau, Rennes;C1 TTZ;;;;;Oui;Oui;Oui;Non;Longs Champs;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
1334;2018-02-07T01:00:00+01:00;Rennes;48.097716, -1.6713;35238;1334;2015-08-31T02:00:00+02:00;;118 boulevard Jacques Cartier, Rennes;12;;;;;Oui;Oui;Non;Non;Sainte-Thérèse;;2015-08-31;;Oui;Grand public
1017;2022-06-27T02:00:00+02:00;Rennes;48.108415, -1.680213;35238;1017;2022-10-24T02:00:00+02:00;;16 rue de Nemours, Rennes;C5 C6 API N3;;;;;Impossible;Non;Non;Non;Rennes Centre;Changement de desserte;2024-02-12;;Oui;Grand public
1708;2022-09-30T02:00:00+02:00;Rennes;48.125567, -1.664832;35238;1708;2022-10-24T02:00:00+02:00;;2 rue Docteur Bertheux, Rennes;32 Relais_b;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
3808;2021-06-18T02:00:00+02:00;Bourgbarré;47.995943, -1.617465;35032;3808;2018-09-03T02:00:00+02:00;;10 rue d'Orgères, Bourgbarré;74 161;Ts51 213 233 230;61;61;;Oui;Non;Non;Non;Bourgbarré - cente ville;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
1410;2018-02-07T01:00:00+01:00;Rennes;48.136512, -1.662483;35238;1410;;;4 rue Jean Marin, Rennes;14;;;;;Oui;Oui;Oui;Non;Saint-Laurent;;2002-01-01;;Oui;Grand public
1413;2018-02-07T01:00:00+01:00;Rennes;48.118607, -1.707954;35238;1413;;;8 avenue Sir Winston Churchill, Rennes;14;;;;;Oui;Oui;Oui;Non;Kennedy;;2002-01-01;;Oui;Grand public
3803;2021-08-17T02:00:00+02:00;Bourgbarré;47.996045, -1.617451;35032;3803;2021-09-02T02:00:00+02:00;;8 rue d'Orgères, Bourgbarré;74 161;Ts51 233;;61;;Oui;Oui;Oui;Oui;Bourgbarré - cente ville;Changement de desserte;2021-09-02;;Oui;Grand public
2409;2022-06-27T02:00:00+02:00;Betton;48.172332, -1.637445;35024;2409;2022-10-24T02:00:00+02:00;;17 rue du Vivier Louis, Betton;51;202 223;;51;51;Oui;Oui;Non;Oui;Betton - Est;Changement de desserte;2022-10-24;;Oui;Grand public
4365;2021-09-15T02:00:00+02:00;Saint-Erblon;48.021687, -1.659162;35266;4365;2021-09-02T02:00:00+02:00;;31 avenue de la Mare Guesclin, Saint-Erblon;;Ts7;;;;Non;Oui;Non;Oui;Saint-Erblon centre-ville;Changement de desserte;2021-09-02;;Oui;Grand public
2121;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.130368, -1.631314;35051;2121;2022-10-24T02:00:00+02:00;;;C4;;;;;Oui;Non;Non;Non;Centre commercial Longs Champs;Changement de desserte;2022-10-24;;Oui;Grand public
1397;2022-06-27T02:00:00+02:00;Rennes;48.103598, -1.700369;35238;1397;2022-10-24T02:00:00+02:00;;6 rue Champion de Cicé, Rennes;10 API N3;;;;;Oui;Oui;Oui;Oui;Cleunay;Changement de desserte;2024-02-12;;Oui;Grand public
4352;2019-05-23T02:00:00+02:00;Saint-Erblon;48.01881, -1.657566;35266;4352;2019-09-02T02:00:00+02:00;;26 rue du Champ Mulon, Saint-Erblon;61;212 Ts54;;61;;Oui;Oui;Oui;Oui;Saint-Erblon centre-ville;Changement de desserte;2019-09-02;;Oui;Grand public
3249;2019-05-23T02:00:00+02:00;Orgères;48.014837, -1.663955;35208;3249;2019-09-02T02:00:00+02:00;;4 avenue Orgerblon, Orgères;74;Ts54;61;61;;Oui;Oui;Oui;Oui;Orgères Nord;Changement de desserte;2023-01-01;2024-09-01;Oui;Grand public
1500;2018-02-07T01:00:00+01:00;Rennes;48.113203, -1.704506;35238;1500;;;58 rue de Saint-Brieuc, Rennes;53;;;53;;Oui;Oui;Oui;Non;Atalante Champeaux;;2002-01-01;;Oui;Grand public
1315;2022-06-27T02:00:00+02:00;Rennes;48.109716, -1.678055;35238;1315;2022-10-24T02:00:00+02:00;;1 rue Maréchal Joffre, Rennes;C1;;72;;;Oui;Oui;Oui;Non;Rennes Centre;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
1529;2018-02-07T01:00:00+01:00;Rennes;48.12116, -1.702943;35238;1529;;;18 avenue de la Bataille Flandres-Dunkerque Mai 1940, Rennes;68 168;;;;;Oui;Oui;Oui;Non;Campus Villejean;;2002-01-01;;Oui;Grand public
6013;2018-02-07T01:00:00+01:00;Romillé;48.241193, -1.861894;35245;6013;;;68 Malabry, Romillé;;Ts71;;;;Non;Non;Non;Non;Romillé - scolaire;;2002-01-01;;Oui;Grand public
2634;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.047102, -1.602707;35352;2634;2022-10-24T02:00:00+02:00;;6 rue de la Libération, Vern-sur-Seiche;62;;62;62;62;Oui;Non;Non;Non;Vern - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
4012;2022-06-27T02:00:00+02:00;Acigné;48.134151, -1.534705;35001;4012;2022-10-24T02:00:00+02:00;;3 avenue de l'Abbé Barbedet, Acigné;164 64;200 220;64;64;64;Oui;Non;Non;Non;Acigné Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
1491;2022-06-27T02:00:00+02:00;Rennes;48.13892, -1.658273;35238;1491;2022-10-24T02:00:00+02:00;;319 avenue Général George S. Patton, Rennes;51 71 83;202;51;51 71;51;Oui;Oui;Oui;Oui;Saint-Laurent;Changement de desserte;2022-10-24;;Oui;Grand public
4051;2018-06-08T02:00:00+02:00;La Chapelle-des-Fougeretz;48.17714, -1.726466;35059;4051;;;23 rue des Bersandières, la Chapelle-des-Fougeretz;;Ts41;;;;Non;Non;Non;Oui;La Chapelle Fougeretz - scolaire;;2023-09-04;;Oui;Grand public
2348;2022-06-27T02:00:00+02:00;Bruz;48.023478, -1.743383;35047;2348;2022-10-24T02:00:00+02:00;;18 avenue du Général de Gaulle, Bruz;C7 C7ex 59 159 91 90;245;;C7;;Oui;Oui;Oui;Oui;Bruz - Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1043;2018-07-24T02:00:00+02:00;Rennes;48.123614, -1.684238;35238;1043;2015-08-31T02:00:00+02:00;;212 rue de Saint-Malo, Rennes;C2 12;;;;;Oui;Non;Oui;Non;Saint-Martin;;2015-08-31;2024-08-31;Oui;Grand public
3807;2019-05-23T02:00:00+02:00;Bourgbarré;47.995094, -1.623735;35032;3807;;;31 rue d'Orgères, Bourgbarré;74;Ts51 213 233 230;61;61;;Oui;Non;Non;Non;Bourgbarré - ZAC de la Grée;;2022-10-24;2024-09-01;Oui;Grand public
1057;2018-06-07T02:00:00+02:00;Rennes;48.104724, -1.667309;35238;1057;2018-04-16T02:00:00+02:00;;35 boulevard Solférino, Rennes;C1 C2 11;;;;;Oui;Oui;Oui;Non;Rennes Gares;Déplacement;2018-04-16;2024-07-07;Oui;Grand public
2236;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.059996, -1.734101;35281;2236;2022-10-24T02:00:00+02:00;;50 rue Jules Vallès, Saint-Jacques-de-la-Lande;13;219 245;;C7;;Oui;Oui;Non;Oui;Bruz - Parc Expo;Changement de desserte;2022-10-24;;Oui;Grand public
2374;2022-06-27T02:00:00+02:00;Bruz;48.02412, -1.752947;35047;2374;2022-10-24T02:00:00+02:00;;2 square Daniel Balavoine, Bruz;C7 C7ex 59 159 91 90;245;C7;C7;C7;Oui;Oui;Non;Oui;Bruz - Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1257;2022-06-27T02:00:00+02:00;Rennes;48.13267, -1.667599;35238;1257;2022-10-24T02:00:00+02:00;;84 rue de Sarzeau, Rennes;C3 TTZ;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
1289;2022-06-27T02:00:00+02:00;Rennes;48.136539, -1.667527;35238;1289;2022-10-24T02:00:00+02:00;;1 rue Emile Bernard, Rennes;14 C3;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2023-08-01;;Oui;Grand public
1452;2022-07-25T02:00:00+02:00;Rennes;48.089851, -1.690987;35238;1452;2023-01-03T01:00:00+01:00;;4 avenue de Bréquigny, Rennes;13 63;;;;;Oui;Oui;Oui;Non;Bréquigny;Changement de desserte;2023-01-03;;Oui;Grand public
1150;2022-06-27T02:00:00+02:00;Rennes;48.116588, -1.65539;35238;1150;2022-10-24T02:00:00+02:00;;19 bis rue Danton, Rennes;C5;;;;;Oui;Non;Oui;Oui;Jeanne d'Arc;Changement de desserte;2023-08-01;;Oui;Grand public
2920;2022-06-27T02:00:00+02:00;Chartres-de-Bretagne;48.041561, -1.702829;35066;2920;2022-10-24T02:00:00+02:00;;62 rue de la Poterie, Chartres-de-Bretagne;72 91;;72;72;72;Oui;Non;Non;Non;Chartres Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1283;2022-06-27T02:00:00+02:00;Rennes;48.128831, -1.663763;35238;1283;2022-10-24T02:00:00+02:00;;197 avenue Général George S. Patton, Rennes;C3;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
4764;2020-08-04T02:00:00+02:00;Laillé;47.982123, -1.714846;35139;4764;2020-09-01T02:00:00+02:00;;4 rue de la Buterne, Laillé;;Ts55 Ts57;;;;;;;;;Création;2020-09-01;;Oui;Grand public
1052;2022-06-27T02:00:00+02:00;Rennes;48.109934, -1.678869;35238;1052;2022-10-24T02:00:00+02:00;;15 quai Lamartine, Rennes;C2 C4 C5 C6 N4 Relais_a;;;;;Oui;Oui;Oui;Oui;Rennes Centre;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
2021;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114168, -1.613754;35051;2021;2022-10-24T02:00:00+02:00;;27 rue de Rennes, Cesson-Sévigné;C6 14;206 214;;;;Oui;Oui;Oui;Oui;Cesson rue de Rennes;Changement de desserte;2022-10-24;;Oui;Grand public
1256;2022-06-27T02:00:00+02:00;Rennes;48.132591, -1.671614;35238;1256;2022-10-24T02:00:00+02:00;;21 rue de Port-Navalo, Rennes;C3 TTZ;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
1449;2022-06-27T02:00:00+02:00;Rennes;48.086865, -1.683079;35238;1449;2022-10-24T02:00:00+02:00;;14 rue de Norvège, Rennes;13 72 59 TTZ;;72;72;72;Oui;Oui;Oui;Oui;Bréquigny;Changement de desserte;2022-10-24;;Oui;Grand public
5051;2022-09-01T02:00:00+02:00;;;;2786;2022-09-20T02:00:00+02:00;;1 avenue de Belle Fontaine, Cesson-Sévigné;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
3117;2022-06-27T02:00:00+02:00;Pacé;48.151275, -1.777656;35210;3117;2022-10-24T02:00:00+02:00;;48 boulevard de la Duchesse Anne, Pacé;65;236 234;77;77;77;Oui;Non;Non;Non;Pacé - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2075;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.123363, -1.611301;35051;2075;2022-10-24T02:00:00+02:00;;1 rue de la Mare Pavée, Cesson-Sévigné;34;216;;;;Oui;Non;Non;Non;Cesson Centre;Changement de desserte;2024-02-12;;Oui;Grand public
1444;2022-06-27T02:00:00+02:00;Rennes;48.093622, -1.66964;35238;1444;2022-10-24T02:00:00+02:00;;15 boulevard Emile Combes, Rennes;13 32;;;;;Oui;Oui;Oui;Non;Binquenais;Changement de desserte;2022-10-24;;Oui;Grand public
2239;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.077838, -1.712445;35281;2239;2022-10-24T02:00:00+02:00;;60 avenue Roger Dodin, Saint-Jacques-de-la-Lande;C7 N3;245;;C7;;Non;Oui;Oui;Oui;Morinais;Changement de desserte;2022-10-24;;Oui;Grand public
1021;2022-06-27T02:00:00+02:00;Rennes;48.105112, -1.684299;35238;1021;2022-10-24T02:00:00+02:00;;29 boulevard de La Tour d'Auvergne, Rennes;C5;;;;;Oui;Oui;Oui;Oui;Arsenal Redon;Changement de desserte;2022-10-24;;Oui;Grand public
1262;2022-09-01T02:00:00+02:00;Rennes;48.121471, -1.67097;35238;1262;2022-10-24T02:00:00+02:00;;105 rue d'Antrain, Rennes;C3;;;;;Oui;Oui;Oui;Oui;Rue d'Antrain;Nouveau nom;2022-10-24;;Oui;Grand public
2618;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.049113, -1.606026;35352;2618;2022-10-24T02:00:00+02:00;;16 rue de la Janaie, Vern-sur-Seiche;62;;62;62;62;Non;Non;Non;Non;Vern - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2112;2022-06-20T02:00:00+02:00;Cesson-Sévigné;48.130776, -1.622892;35051;2112;2022-12-15T01:00:00+01:00;;15 rue du Chêne Germain, Cesson-Sévigné;C1 34;;;;;Oui;;;;;Création;2023-04-17;2024-08-31;Oui;Grand public
2421;2022-06-27T02:00:00+02:00;Betton;48.179175, -1.65123;35024;2421;2022-10-24T02:00:00+02:00;;1 rue de la Rabine, Betton;51 83;202 222;51;51;51;Oui;Non;Non;Non;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
3756;2020-09-17T02:00:00+02:00;Vezin-le-Coquet;48.119004, -1.760926;35353;3756;2015-07-02T02:00:00+02:00;;33 rue de Montfort, Vezin-le-Coquet;153 53 76;Ts46 227 Ts91;;53;;Oui;Oui;Oui;Oui;Vezin - Centre-ville;Changement de desserte;2015-07-02;;Oui;Grand public
3759;2020-09-17T02:00:00+02:00;Vezin-le-Coquet;48.117611, -1.731377;35353;3759;2015-07-02T02:00:00+02:00;;4 le Champ Noël, Vezin-le-Coquet;53;Ts91;;53;;Non;Oui;Oui;Oui;Vezin - campagne;Changement de desserte;2015-07-02;;Oui;Grand public
1732;2022-09-30T02:00:00+02:00;Rennes;48.109515, -1.678042;35238;1732;2022-10-24T02:00:00+02:00;;1 rue du Pré Botté, Rennes;C1 N3;;C7;;;Oui;;;;;Création;2022-10-24;2024-08-31;Oui;Grand public
3755;2020-09-17T02:00:00+02:00;Vezin-le-Coquet;48.120211, -1.765417;35353;3755;2015-07-02T02:00:00+02:00;;12 rue Maurice Ravel, Vezin-le-Coquet;53;Ts46 227 Ts91;;53;;Oui;Oui;Oui;Oui;Vezin - Centre-ville;Changement de desserte;2015-07-02;;Oui;Grand public
3024;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.07696, -1.631808;35352;3024;2022-10-24T02:00:00+02:00;;90 rue de la Hallerais, Vern-sur-Seiche;62;;;62;62;Non;Oui;Non;Oui;Chantepie Est;Changement de desserte;2022-10-24;;Oui;Grand public
2606;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.050629, -1.614982;35352;2606;2022-10-24T02:00:00+02:00;;16 bis rue du Hameau de l'Abbaye, Vern-sur-Seiche;62;;;62;62;Oui;Oui;Oui;Oui;Vern - Haute Abbaye;Changement de desserte;2022-10-24;;Oui;Grand public
1146;2022-06-27T02:00:00+02:00;Rennes;48.111897, -1.671083;35238;1146;2022-10-24T02:00:00+02:00;;19 rue de Viarmes, Rennes;C5;;;;;Impossible;Non;Non;Non;Rue de Paris;Changement de desserte;2023-08-01;;Oui;Grand public
2919;2022-06-27T02:00:00+02:00;Chartres-de-Bretagne;48.042233, -1.707317;35066;2919;2022-10-24T02:00:00+02:00;;33 rue de la Poterie, Chartres-de-Bretagne;72 91;;72;72;72;Oui;Oui;Oui;Oui;Chartres Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1411;2022-06-27T02:00:00+02:00;Rennes;48.132111, -1.67291;35238;1411;2022-10-24T02:00:00+02:00;;1 rue du Scorff, Rennes;14 32;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
2456;2022-06-27T02:00:00+02:00;Betton;48.178784, -1.660945;35024;2456;2022-10-24T02:00:00+02:00;;2 rue de Berlin, Betton;78 178;222;;;;Oui;Oui;Oui;Oui;Betton - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2720;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.044378, -1.660829;35206;2720;2022-10-24T02:00:00+02:00;;19 rue de Vern, Noyal-Châtillon-sur-Seiche;61 91;212;61;61;61;Impossible;Non;Non;Non;Noyal Châtillon centre ville;Changement de desserte;2023-11-10;;Oui;Grand public
1221;2022-09-30T02:00:00+02:00;Rennes;48.108871, -1.710766;35238;1221;2022-10-24T02:00:00+02:00;;110 rue de Lorient, Rennes;55 14 11 54 56 TTZ;;54;54 55;54;Oui;Oui;Oui;Oui;Moulin du Comte;Changement de desserte;2022-10-24;;Oui;Grand public
2233;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.067424, -1.717305;35281;2233;2022-10-24T02:00:00+02:00;;13 boulevard Eugène Pottier, Saint-Jacques-de-la-Lande;C6 13;219 245;;C7;;Oui;Oui;Oui;Oui;Gautrais;Changement de desserte;2022-10-24;;Oui;Grand public
3167;2020-04-02T02:00:00+02:00;Pacé;48.154567, -1.763809;35210;3167;2017-01-02T01:00:00+01:00;;48 avenue de Beausoleil, Pacé;77;225;77;77;77;Oui;Non;Non;Non;Pacé - Beausoleil;;2017-01-02;;Oui;Grand public
2719;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.047013, -1.660972;35206;2719;2022-10-24T02:00:00+02:00;;13 avenue de la Petite Saudrais, Noyal-Châtillon-sur-Seiche;61 91;212;61;61;61;Oui;Oui;Oui;Oui;Noyal Châtillon centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
3318;2022-06-27T02:00:00+02:00;Thorigné-Fouillard;48.140911, -1.573502;35334;3318;2022-10-24T02:00:00+02:00;;;64;200 220;64;64;64;Non;Non;Non;Non;Thorigné D29;Changement de desserte;2022-10-24;;Oui;Grand public
3509;2019-10-04T02:00:00+02:00;Montgermont;48.153005, -1.708878;35189;3509;2019-10-07T02:00:00+02:00;;17 rue de la Métrie, Montgermont;52;224 226 228;52;52;;Oui;Non;Non;Non;Montgermont - Centre-ville;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
4160;2022-06-27T02:00:00+02:00;Brécé;48.107291, -1.478381;35039;4160;2022-10-24T02:00:00+02:00;;33 rue de la Mainguère, Brécé;67 167;;11;67;;Oui;Non;Non;Non;Brécé - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2839;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.154392, -1.69664;35278;2839;2022-10-24T02:00:00+02:00;;0 H espace Performance, Saint-Grégoire;78 32;;;;;Oui;Oui;Oui;Oui;Alphasis;Changement de desserte;2022-10-24;;Oui;Grand public
1008;2022-06-27T02:00:00+02:00;Rennes;48.123212, -1.660216;35238;1008;2022-10-24T02:00:00+02:00;;201 rue de Fougères, Rennes;C1 32 N5;;;;;Oui;Oui;Oui;Non;Centre scolaire les Gayeulles;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
2730;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.046239, -1.664794;35206;2730;2022-10-24T02:00:00+02:00;;65 rue de Rennes, Noyal-Châtillon-sur-Seiche;161;;;;;Oui;Non;Non;Non;Noyal Châtillon centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
2040;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.116167, -1.600377;35051;2040;2022-10-24T02:00:00+02:00;;2 rue de la Chalotais, Cesson-Sévigné;C6 34;Ts61 214 220;;;;Oui;Oui;Oui;Oui;Cesson Bourgchevreuil;Changement de desserte;2024-02-12;;Oui;Grand public
2377;2022-06-27T02:00:00+02:00;Bruz;48.03503, -1.757375;35047;2377;2022-10-24T02:00:00+02:00;;36 rue Per-Jakez Hélias, Bruz;C7 C7ex;219 245;C7;C7;C7;Oui;Oui;Non;Oui;Bruz - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
3323;2022-06-27T02:00:00+02:00;Thorigné-Fouillard;48.149294, -1.576829;35334;3323;2022-10-24T02:00:00+02:00;;8 rue Théodore Monod, Thorigné-Fouillard;50 83;201 221;50;50;50;Oui;Non;Non;Non;Thorigné Curien;Changement de desserte;2022-10-24;;Oui;Grand public
2945;2022-06-27T02:00:00+02:00;Chartres-de-Bretagne;48.028976, -1.707942;35066;2945;2022-10-24T02:00:00+02:00;;12 rue des Frères Eugène et Denis Bühler, Chartres-de-Bretagne;72 172;;72;72;72;Oui;Non;Non;Non;;Changement de desserte;2022-10-24;;Oui;Grand public
1200;2022-06-27T02:00:00+02:00;Rennes;48.116798, -1.656369;35238;1200;2022-10-24T02:00:00+02:00;;19 rue Guillaume Lejean, Rennes;10;;;;;Oui;Oui;Oui;Non;Jeanne d'Arc;Changement de desserte;2022-10-24;;Oui;Grand public
3428;2022-06-27T02:00:00+02:00;Nouvoitou;48.039947, -1.541495;35204;3428;2022-10-24T02:00:00+02:00;;14 rue de Châteaugiron, Nouvoitou;75 175;;62;62;;Oui;Non;Non;Non;;Changement de desserte;2022-10-24;;Oui;Grand public
2718;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.055987, -1.664262;35206;2718;2022-10-24T02:00:00+02:00;;2 la Fertais, Noyal-Châtillon-sur-Seiche;61;212;61;61;61;Non;Non;Non;Non;Noyal Nord;Changement de desserte;2022-10-24;;Oui;Grand public
3952;2022-06-27T02:00:00+02:00;Saint-Sulpice-la-Forêt;48.223261, -1.576352;35315;3952;2022-10-24T02:00:00+02:00;;11 résidence la Chenais, Saint-Sulpice-la-Forêt;70 71;;;71;;Oui;Oui;Non;Oui;Saint-Sulpice la Forêt Cropy;Changement de desserte;2022-10-24;;Oui;Grand public
2148;2022-09-30T02:00:00+02:00;Cesson-Sévigné;48.122607, -1.591737;35051;2148;2022-10-24T02:00:00+02:00;;28 boulevard de Dézerseul, Cesson-Sévigné;34;216;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
1288;2022-06-27T02:00:00+02:00;Rennes;48.136641, -1.670632;35238;1288;2022-10-24T02:00:00+02:00;;4 B rue François-Désiré Roulin, Rennes;14 C3;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2023-08-01;;Oui;Grand public
1728;2022-09-30T02:00:00+02:00;Rennes;48.105874, -1.729341;35238;1728;2022-10-24T02:00:00+02:00;;21 rue de la Retardais, Rennes;11;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
3311;2022-06-27T02:00:00+02:00;Thorigné-Fouillard;48.160618, -1.585461;35334;3311;2022-10-24T02:00:00+02:00;;33 rue Nationale, Thorigné-Fouillard;50;201 221;50;50;50;Oui;Oui;Non;Oui;Thorigné rue Nationale;Changement de desserte;2022-10-24;;Oui;Grand public
3951;2022-06-27T02:00:00+02:00;Saint-Sulpice-la-Forêt;48.225212, -1.570409;35315;3951;2022-10-24T02:00:00+02:00;;8 le Cropy, Saint-Sulpice-la-Forêt;70 71;;51;71;;Oui;Oui;Oui;Oui;Saint-Sulpice la Forêt Cropy;Changement de desserte;2022-10-24;;Oui;Grand public
1537;2022-06-27T02:00:00+02:00;Rennes;48.131596, -1.69166;35238;1537;2022-10-24T02:00:00+02:00;;4 rue Alphonse Chérel, Rennes;68 78 14 52 178;;52;52;;Oui;Oui;Non;Oui;Beauregard;Changement de desserte;2022-10-24;;Oui;Grand public
2315;2022-06-27T02:00:00+02:00;Bruz;48.052197, -1.739488;35047;2315;2022-10-24T02:00:00+02:00;;4 avenue de Ker Lann, Bruz;C7 C7ex N3;219;C7;C7;C7;Oui;Non;Non;Non;Bruz - Ker Lann;Changement de desserte;2022-10-24;;Oui;Grand public
2511;2022-06-27T02:00:00+02:00;Le Rheu;48.103559, -1.751287;35240;2511;2022-10-24T02:00:00+02:00;;;54;;54;54;54;Non;Non;Non;Non;ZI. Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
1092;2022-06-27T02:00:00+02:00;Rennes;48.111759, -1.686216;35238;1092;2022-10-24T02:00:00+02:00;;26 quai Saint-Cast, Rennes;C2 Relais_a;;;;;Oui;Oui;Non;Non;Bourg L'Evesque;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
5059;2022-09-01T02:00:00+02:00;;;;3086;2022-09-20T02:00:00+02:00;;14 place de la Gare, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
4530;2018-02-07T01:00:00+01:00;Gévezé;48.23354, -1.787786;35120;4530;;;20 les Ouches, Gévezé;;Ts45;;;;Non;Non;Non;Non;Gévezé - scolaire;;2002-01-01;;Oui;Grand public
2111;2018-02-07T01:00:00+01:00;Cesson-Sévigné;48.097971, -1.586888;35051;2111;;;3 la Touche sur Roche, Cesson-Sévigné;;Ts61;;;;Non;Non;Non;Non;Cesson campagne;;2002-01-01;;Oui;Grand public
2251;2022-09-30T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.086779, -1.710249;35281;2251;2022-10-24T02:00:00+02:00;;17 rue Frédéric Benoist, Saint-Jacques-de-la-Lande;37;;;;;Oui;Non;Non;Non;ZI Haie des Cognets;Déplacement;2022-10-24;;Oui;Grand public
4451;2018-02-07T01:00:00+01:00;Clayes;48.180991, -1.850524;35081;4451;;;2 Claire Ville, Clayes;;236;;;;Non;Oui;Non;Non;Clayes - scolaire;;2002-01-01;;Oui;Grand public
1596;2018-02-07T01:00:00+01:00;Rennes;48.125861, -1.668462;35238;1596;;;8 B rue de la Motte-Brûlon, Rennes;;204;;;;Non;Non;Non;Non;Motte-Brûlon;;2002-01-01;;Oui;Grand public
1386;2022-06-27T02:00:00+02:00;Rennes;48.098922, -1.705488;35238;1386;2022-10-24T02:00:00+02:00;;33 square Saint-Simon, Rennes;10 N3;;;;;Oui;Oui;Oui;Oui;Cleunay;Changement de desserte;2024-02-12;;Oui;Grand public
4514;2018-02-07T01:00:00+01:00;Gévezé;48.187732, -1.788513;35120;4514;;;3 la Basse Prévautais, Gévezé;;Ts45;;;;Non;Non;Non;Non;Gévezé - scolaire;;2023-09-04;;Oui;Grand public
